#{"t_start": 1781067866.7056441, "env_id": "None"}
r,l,t,task_success,target
114.608211,20,3730.698147,True,potato
151.8665,20,3737.389161,True,potato
151.97554,19,3745.21256,True,potato
129.588823,17,3750.526606,True,potato
146.008664,39,3757.803767,True,potato
130.843557,23,3764.159313,True,potato
130.1865,22,3771.785161,True,potato
148.665531,24,3778.430019,True,potato
131.214353,23,3784.247284,True,potato
111.991986,17,3790.317444,True,potato
112.989315,19,3795.996872,True,potato
114.408664,24,3802.608996,True,potato
115.125878,28,3809.656599,True,potato
116.071105,28,3815.81333,True,potato
117.542597,16,3820.531018,True,potato
131.41554,18,3826.603174,True,potato
110.164783,16,3833.746758,True,potato
167.499444,23,3840.461032,True,potato
151.72554,19,3846.496045,True,potato
131.523557,21,3852.785965,True,potato
131.032105,18,3858.808154,True,potato
113.611155,20,3864.988953,True,potato
151.8665,20,3870.729158,True,potato
129.835049,22,3877.622431,True,potato
149.457992,20,3883.499489,True,potato
111.04682,19,3889.59749,True,potato
128.92493,20,3895.830069,True,potato
133.08588,27,3902.421975,True,potato
151.919315,17,3908.759766,True,potato
129.112105,26,3914.552949,True,potato
131.963557,20,3920.478686,True,potato
133.623557,21,3927.595847,True,potato
131.126371,18,3933.46635,True,potato
112.388823,17,3939.252933,True,potato
132.253557,19,3944.902758,True,potato
129.348823,18,3950.520224,True,potato
129.163952,18,3956.289637,True,potato
133.988563,22,3962.426855,True,potato
129.676371,18,3968.0932,True,potato
132.003228,25,3974.212185,True,potato
111.578225,19,3979.922225,True,potato
128.98309,21,3985.691575,True,potato
131.293557,23,3992.126174,True,potato
151.69554,21,3998.551762,True,potato
135.755202,17,4004.430892,True,potato
131.56554,18,4010.240894,True,potato
147.095049,19,4016.733691,True,potato
128.288823,22,4022.655507,True,potato
149.68554,20,4027.822798,True,potato
115.810613,20,4034.335688,True,potato
131.886371,18,4041.699311,True,potato
132.792597,16,4048.364791,True,potato
131.352597,22,4054.628863,True,potato
131.63554,19,4060.493443,True,potato
146.352598,22,4066.726424,True,potato
149.741279,25,4073.879046,True,potato
131.233557,22,4103.471033,True,potato
132.12833,24,4110.476043,True,potato
130.787823,23,4117.761614,True,potato
132.502597,17,4124.212093,True,potato
133.144048,20,4130.81225,True,potato
149.807992,20,4136.891532,True,potato
132.449813,21,4143.565615,True,potato
131.614048,22,4150.754675,True,potato
131.322105,17,4158.138496,True,potato
131.984048,24,4164.807437,True,potato
127.299557,23,4172.251559,True,potato
129.655049,20,4178.687844,True,potato
129.965049,21,4186.633832,True,potato
131.693217,26,4193.437297,True,potato
149.555049,20,4201.103052,True,potato
129.732105,18,4222.584682,True,potato
129.169315,22,4236.382455,True,potato
130.742105,19,4251.646589,True,potato
131.516371,17,4258.558837,True,potato
134.805049,17,4266.589618,True,potato
116.280613,17,4274.853658,True,potato
131.82203,23,4281.999197,True,potato
133.258563,19,4297.978823,True,potato
133.204048,21,4310.561737,True,potato
132.053557,19,4320.505414,True,potato
130.082439,20,4329.991224,True,potato
111.742886,18,4336.672525,True,potato
111.377372,17,4344.589408,True,potato
129.878823,16,4351.78502,True,potato
131.252726,25,4360.079625,True,potato
115.162105,21,4367.193955,True,potato
115.743557,18,4374.938919,True,potato
113.62588,21,4382.308121,True,potato
132.103557,19,4389.205997,True,potato
115.469534,17,4396.813455,True,potato
115.299653,22,4403.958091,True,potato
114.226719,21,4413.910177,True,potato
135.613557,20,4421.286075,True,potato
149.4765,21,4428.107411,True,potato
116.319653,19,4435.115829,True,potato
150.756992,21,4442.380267,True,potato
128.808823,19,4448.118872,True,potato
129.4865,22,4454.153057,True,potato
115.960613,20,4461.023876,True,potato
130.964353,22,4467.851984,True,potato
129.61588,20,4475.096078,True,potato
127.33445,21,4481.229062,True,potato
152.956992,21,4487.760715,True,potato
130.60554,17,4494.353294,True,potato
131.423557,21,4501.151032,True,potato
148.195383,20,4508.805504,True,potato
129.464444,20,4514.727797,True,potato
148.581767,21,4521.431142,True,potato
138.351507,18,4526.915966,True,potato
130.919315,17,4535.449435,True,potato
132.063557,20,4545.067391,True,potato
151.8665,20,4554.097353,True,potato
130.64554,16,4561.925521,True,potato
132.393557,18,4568.913331,True,potato
150.458484,22,4575.569731,True,potato
130.892105,19,4581.366684,True,potato
151.375049,17,4587.842423,True,potato
128.33583,17,4594.807256,True,potato
131.292597,21,4601.521262,True,potato
166.872259,19,4607.643262,True,potato
132.412338,18,4614.758944,True,potato
113.89687,16,4621.441865,True,potato
113.31593,25,4627.228457,True,potato
147.825049,22,4633.350606,True,potato
133.561646,21,4641.613104,True,potato
132.244048,22,4648.206414,True,potato
132.364048,22,4655.356549,True,potato
131.75554,17,4662.333149,True,potato
114.672936,21,4670.36395,True,potato
132.754048,21,4679.085375,True,potato
130.742105,19,4686.128035,True,potato
133.567042,24,4693.853803,True,potato
130.917331,19,4701.004799,True,potato
131.286371,18,4707.504154,True,potato
150.616992,22,4715.562106,True,potato
131.70554,17,4722.769843,True,potato
130.452105,20,4730.19428,True,potato
114.992105,18,4735.555501,True,potato
133.220015,29,4741.863412,True,potato
131.666371,17,4749.305198,True,potato
116.948563,23,4756.42304,True,potato
148.515049,21,4763.18367,True,potato
114.568556,20,4772.99666,True,potato
133.144048,20,4783.444129,True,potato
131.186371,19,4790.117372,True,potato
130.03588,19,4797.511069,True,potato
