#{"t_start": 1780992508.287843, "env_id": "None"}
r,l,t,task_success,target
114.699934,46,4666.589397,True,carrot
107.094733,30,4673.000252,True,carrot
113.128432,30,4680.853713,True,carrot
132.048474,36,4687.592563,True,carrot
112.070537,32,4694.559279,True,carrot
113.09803,27,4701.475242,True,carrot
112.152705,40,4708.589995,True,carrot
113.197284,20,4714.560299,True,carrot
112.22588,26,4721.420396,True,carrot
113.123998,23,4727.418374,True,carrot
113.097478,22,4732.987766,True,carrot
110.599654,22,4739.092601,True,carrot
118.669898,28,4745.536828,True,carrot
118.088393,31,4752.187993,True,carrot
114.547784,33,4758.434191,True,carrot
112.964474,34,4765.284824,True,carrot
118.97918,34,4772.704035,True,carrot
118.36624,35,4779.711619,True,carrot
113.786371,19,4785.716942,True,carrot
130.747414,18,4790.854178,True,carrot
113.680886,21,4796.781465,True,carrot
113.969093,33,4805.279126,True,carrot
114.956039,23,4811.350666,True,carrot
112.759654,23,4818.596107,True,carrot
112.580305,25,4824.745109,True,carrot
127.168433,31,4831.660396,True,carrot
116.886371,14,4836.769354,True,carrot
128.790096,18,4843.218738,True,carrot
129.032757,21,4849.008726,True,carrot
114.130116,25,4854.594502,True,carrot
114.054757,25,4860.811756,True,carrot
113.190608,23,4867.351523,True,carrot
130.435875,22,4875.284413,True,carrot
16.089316,30,4882.000017,False,carrot
116.481579,26,4888.52324,True,carrot
110.684552,23,4894.469465,True,carrot
114.64246,20,4900.283171,True,carrot
131.312105,23,4907.224685,True,carrot
116.45385,29,4913.500305,True,carrot
114.075888,32,4920.503173,True,carrot
114.806383,27,4926.876245,True,carrot
133.307331,23,4932.871876,True,carrot
114.487297,19,4939.985168,True,carrot
113.165049,26,4946.496275,True,carrot
113.779315,18,4953.254297,True,carrot
111.152309,30,4958.691563,True,carrot
115.879427,23,4964.87173,True,carrot
114.109022,29,4971.004315,True,carrot
112.688703,30,4977.599471,True,carrot
109.024713,24,4982.931484,True,carrot
116.62681,25,4989.468417,True,carrot
114.25833,22,4995.696848,True,carrot
129.47378,20,5001.594101,True,carrot
115.295569,18,5007.497968,True,carrot
129.597775,25,5013.51973,True,carrot
117.251253,28,5019.117876,True,carrot
113.37554,19,5024.086738,True,carrot
116.954752,24,5030.208867,True,carrot
112.314338,23,5037.737117,True,carrot
112.511926,23,5043.398232,True,carrot
132.194048,20,5049.627461,True,carrot
111.844783,22,5055.427029,True,carrot
113.618664,20,5061.388064,True,carrot
127.172338,29,5069.026027,True,carrot
115.322597,19,5076.464545,True,carrot
135.757636,23,5085.018883,True,carrot
114.901983,24,5092.949105,True,carrot
115.472597,19,5098.715066,True,carrot
112.075049,21,5105.490309,True,carrot
114.431008,21,5111.227004,True,carrot
111.971993,18,5116.832126,True,carrot
114.999315,17,5122.46965,True,carrot
114.141986,21,5127.467918,True,carrot
113.288664,21,5133.26352,True,carrot
113.46309,19,5139.063274,True,carrot
113.50481,27,5145.191915,True,carrot
136.610315,24,5152.372942,True,carrot
117.815759,23,5158.702831,True,carrot
116.948822,23,5165.014203,True,carrot
131.04554,21,5171.183157,True,carrot
112.925275,20,5177.221388,True,carrot
114.208117,23,5182.986541,True,carrot
110.64682,19,5188.744958,True,carrot
134.369595,27,5195.077081,True,carrot
114.004353,21,5201.774235,True,carrot
114.742018,25,5206.847068,True,carrot
134.191119,27,5212.219398,True,carrot
132.050578,31,5218.634019,True,carrot
113.466371,17,5224.234246,True,carrot
112.47726,24,5231.226907,True,carrot
115.558966,30,5237.040232,True,carrot
113.510055,22,5243.16407,True,carrot
112.818907,24,5249.428543,True,carrot
110.442886,22,5255.830015,True,carrot
115.207172,28,5262.675803,True,carrot
131.763557,20,5268.291221,True,carrot
113.547284,25,5274.473638,True,carrot
129.9865,22,5280.91119,True,carrot
115.581507,21,5286.67684,True,carrot
114.01479,16,5291.519706,True,carrot
114.696371,15,5297.729516,True,carrot
131.609344,20,5304.256367,True,carrot
114.741507,27,5310.009055,True,carrot
131.696194,23,5315.091358,True,carrot
116.3465,18,5322.499174,True,carrot
115.731504,20,5328.184659,True,carrot
116.514048,22,5333.499285,True,carrot
113.530578,25,5339.648152,True,carrot
114.979352,19,5345.629073,True,carrot
114.32588,16,5352.388573,True,carrot
128.74588,18,5358.007893,True,carrot
113.836659,21,5364.146852,True,carrot
116.169968,22,5370.496112,True,carrot
150.820578,34,5379.374423,True,carrot
112.380653,19,5385.777276,True,carrot
111.788506,18,5391.771561,True,carrot
138.340635,26,5398.309148,True,carrot
129.496984,19,5403.645489,True,carrot
134.338519,22,5409.818229,True,carrot
129.837297,23,5418.994567,True,carrot
115.601409,16,5424.772977,True,carrot
131.962597,18,5430.080011,True,carrot
109.638218,21,5435.149536,True,carrot
127.644794,24,5441.461211,True,carrot
108.447146,74,5451.491779,True,carrot
131.0215,18,5457.148975,True,carrot
130.170886,20,5463.08146,True,carrot
113.290314,23,5468.979043,True,carrot
113.554832,18,5474.732567,True,carrot
115.459738,20,5480.654793,True,carrot
114.902626,21,5486.875784,True,carrot
109.797331,32,5494.132249,True,carrot
113.806112,18,5500.14411,True,carrot
118.108482,25,5506.480639,True,carrot
132.094974,30,5515.757623,True,carrot
113.332603,19,5521.289149,True,carrot
111.598153,20,5529.299378,True,carrot
132.697297,20,5535.657564,True,carrot
116.092944,24,5541.937215,True,carrot
114.569156,22,5547.212737,True,carrot
130.285852,26,5553.620436,True,carrot
